rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.22315641105904166,0.22315641105904166
2,5,f5,-0.03517866802973394,0.03517866802973394
3,3,f3,-0.029863410809911006,0.029863410809911006
4,1,f1,-0.0266144585662514,0.0266144585662514
5,2,f2,-0.024944423171293622,0.024944423171293622
6,6,f6,0.006951289992523061,0.006951289992523061
7,4,f4,-0.004347001843566017,0.004347001843566017
