rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.2199834704611371,0.2199834704611371
2,5,f5,-0.035020339476497124,0.035020339476497124
3,3,f3,-0.03160671689753618,0.03160671689753618
4,1,f1,-0.029208257709448907,0.029208257709448907
5,2,f2,-0.02461259300093393,0.02461259300093393
6,6,f6,0.006101605540124946,0.006101605540124946
7,4,f4,-0.004046665692406704,0.004046665692406704
