rank,idx,feature,weight
1,3,f3,0.18592090273658848
2,5,f5,0.1711352924638948
3,4,f4,0.1484692803034205
4,1,f1,0.14427814948657372
5,6,f6,0.1431354076333808
6,2,f2,0.1298381353852352
7,0,f0,0.07722283199090649
