rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.2332319143279131,0.2332319143279131
2,5,f5,-0.03962642420262866,0.03962642420262866
3,3,f3,-0.03253851564428298,0.03253851564428298
4,1,f1,-0.030979176894028036,0.030979176894028036
5,2,f2,-0.020329376093236182,0.020329376093236182
6,4,f4,-0.003230456712814904,0.003230456712814904
7,6,f6,-0.002354356090588108,0.002354356090588108
