rank,idx,feature,weight
1,3,f3,0.17950543288391926
2,5,f5,0.1726019493679059
3,4,f4,0.15022809898339234
4,6,f6,0.14643692008445497
5,1,f1,0.13357449582140082
6,2,f2,0.1248469848993726
7,0,f0,0.09280611795955407
