rank,idx,feature,weight
1,5,f5,0.1983197327109673
2,3,f3,0.1884232110736635
3,6,f6,0.15085906519290831
4,4,f4,0.1499307407889854
5,1,f1,0.11985431542031282
6,2,f2,0.11104251327118496
7,0,f0,0.08157042154197773
