rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.20581587406122118,0.20581587406122118
2,3,f3,-0.030237007241097322,0.030237007241097322
3,5,f5,-0.028670706873812835,0.028670706873812835
4,2,f2,-0.028093037857356472,0.028093037857356472
5,1,f1,-0.027009019107704087,0.027009019107704087
6,6,f6,0.008548396144919626,0.008548396144919626
7,4,f4,-0.005218624823877458,0.005218624823877458
