rank,idx,feature,weight
1,0,f0,0.19010642325292412
2,5,f5,0.18902736022180447
3,1,f1,0.17790157215020258
4,3,f3,0.15699928230033158
5,6,f6,0.15125602070168614
6,2,f2,0.134709341373051
7,4,f4,0.0
