rank,idx,feature,weight
1,3,f3,0.18615120233371188
2,5,f5,0.17088037567102335
3,1,f1,0.1499252903905377
4,4,f4,0.14847544947710342
5,6,f6,0.14274152003808016
6,2,f2,0.13188799697702094
7,0,f0,0.06993816511252259
