rank,idx,feature,weight
1,3,f3,0.18267350275157804
2,5,f5,0.17069479216947958
3,4,f4,0.1485052498007898
4,6,f6,0.14675868112764828
5,1,f1,0.13761502797007788
6,2,f2,0.1276745584873572
7,0,f0,0.08607818769306923
