rank,idx,feature,weight
1,5,f5,0.17708186337043233
2,3,f3,0.17401265553344689
3,4,f4,0.15206721469210216
4,6,f6,0.1475176336071498
5,1,f1,0.12397488935614158
6,2,f2,0.11855757518668665
7,0,f0,0.1067881682540408
