rank,idx,feature,weight
1,3,f3,0.17381467875397988
2,5,f5,0.1712740435505846
3,4,f4,0.1518884567690155
4,6,f6,0.14894060411753024
5,1,f1,0.12996281325967668
6,2,f2,0.12228528336591978
7,0,f0,0.10183412018329342
