rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.2440888077158725,0.2440888077158725
2,5,f5,-0.04303263087858526,0.04303263087858526
3,3,f3,-0.03126023294826417,0.03126023294826417
4,1,f1,-0.030763573770894368,0.030763573770894368
5,2,f2,-0.015359182622145817,0.015359182622145817
6,6,f6,-0.007277847938076398,0.007277847938076398
7,4,f4,-0.0026964962218059005,0.0026964962218059005
