rank,idx,feature,weight
1,3,f3,0.18450644021524293
2,5,f5,0.16991878725610687
3,4,f4,0.14754054299349345
4,6,f6,0.1468572384658929
5,1,f1,0.13944211329420042
6,2,f2,0.12833530128743623
7,0,f0,0.08339957648762718
