rank,idx,feature,weight
1,3,f3,0.18513263712213332
2,5,f5,0.17091604431162025
3,4,f4,0.14802449860533962
4,6,f6,0.14478481622663206
5,1,f1,0.1418534377426949
6,2,f2,0.12889876697802036
7,0,f0,0.08038979901355944
