,reward
0,-7.122520923614502
1,-6.236379623413086
2,-5.715460300445557
3,-2.070919990539551
4,-1.9962002038955688
5,-2.2070200443267822
6,-1.7513803243637085
7,-0.23580002784729004
8,-0.13836006820201874
9,-0.13948005437850952
10,-0.1204400584101677
11,-0.12268006056547165
12,-0.1305200606584549
13,-0.13388006389141083
14,-0.14396007359027863
15,-0.11708005517721176
16,-0.11932005733251572
17,-0.1249200627207756
18,-0.11708005517721176
19,-0.11596005409955978
