,reward,episode_len
0,-19.85741025209427,21
1,-4.2584255784749985,23
2,-3.510931506752968,20
3,-3.5891033560037613,20
4,-3.63643017411232,20
5,-3.851471483707428,21
6,-3.6667137891054153,20
7,-3.686475157737732,20
8,-3.516239106655121,19
9,-4.098559334874153,22
10,-3.514736771583557,19
11,-3.907063364982605,21
12,-4.08639532327652,22
13,-4.064961761236191,22
14,-4.0472937524318695,22
