,reward,episode_len
0,-33.08016716316342,242
1,-9.394744645804167,243
2,-9.91196472197771,254
3,-9.416768435388803,241
4,-9.460204061120749,241
5,-9.528866298496723,242
6,-9.78756869211793,248
7,-9.517321553081274,241
8,-9.530095476657152,241
9,-9.540277108550072,241
10,-9.58848188817501,242
11,-9.554938532412052,241
12,-9.56081373617053,241
13,-9.645658869296312,243
14,-9.609226010739803,242
