rank,idx,feature,weight
1,5,f5,0.19921470646333847
2,3,f3,0.17434237115164183
3,6,f6,0.15012080413145398
4,4,f4,0.14739695415457107
5,1,f1,0.12624941162294095
6,2,f2,0.11618866659864337
7,0,f0,0.08648708587741034
