rank,idx,feature,weight
1,5,f5,0.1906535603858634
2,3,f3,0.18065119280308062
3,6,f6,0.14788983276392148
4,4,f4,0.14694089645007102
5,1,f1,0.13174927717290671
6,2,f2,0.11972085411387924
7,0,f0,0.08239438631027758
