rank,idx,feature,r_ft,abs_r_ft
1,1,f1,-0.3120161723586785,0.3120161723586785
2,0,f0,0.19122632496870023,0.19122632496870023
3,5,f5,-0.1807307931385917,0.1807307931385917
4,2,f2,-0.17911590681317147,0.17911590681317147
5,3,f3,-0.06616573026509374,0.06616573026509374
6,6,f6,-0.024890660795023646,0.024890660795023646
7,4,f4,-0.012224749363222936,0.012224749363222936
