rank,idx,feature,weight
1,5,f5,0.19011438654802554
2,3,f3,0.17626518325155993
3,6,f6,0.1558641526763885
4,4,f4,0.13874107688160792
5,1,f1,0.11818272194147154
6,2,f2,0.11624530681333928
7,0,f0,0.10458717188760734
