rank,idx,feature,r_ft,abs_r_ft
1,1,f1,-0.29733966787746563,0.29733966787746563
2,5,f5,-0.1933724331404421,0.1933724331404421
3,2,f2,-0.17146212362282115,0.17146212362282115
4,0,f0,0.14039253536169258,0.14039253536169258
5,3,f3,-0.05628533888095394,0.05628533888095394
6,6,f6,-0.023485630570706396,0.023485630570706396
7,4,f4,-0.004578306672145197,0.004578306672145197
