rank,idx,feature,weight
1,5,f5,0.18931807908658965
2,3,f3,0.18054055391520843
3,6,f6,0.14852671922418373
4,4,f4,0.14693726643514957
5,1,f1,0.13348782248738797
6,2,f2,0.12049429992242344
7,0,f0,0.08069525892905723
