rank,idx,feature,weight
1,5,f5,0.19329346720842366
2,3,f3,0.17877411634037985
3,6,f6,0.14760259692759242
4,4,f4,0.1462424082121192
5,1,f1,0.12874348788394863
6,2,f2,0.11845955460801956
7,0,f0,0.08688436881951678
