rank,idx,feature,r_ft,abs_r_ft
1,1,f1,-0.22979424029799692,0.22979424029799692
2,2,f2,-0.1393792889758901,0.1393792889758901
3,5,f5,-0.1342988941553553,0.1342988941553553
4,0,f0,0.10417612183964005,0.10417612183964005
5,3,f3,-0.03394708328120109,0.03394708328120109
6,6,f6,-0.02446944288958682,0.02446944288958682
7,4,f4,-0.005363693746128432,0.005363693746128432
