rank,idx,feature,weight
1,5,f5,0.1975520229069394
2,3,f3,0.1699387721082949
3,6,f6,0.15303782139671807
4,4,f4,0.1407968050851531
5,1,f1,0.11791573670047518
6,2,f2,0.11681972553815767
7,0,f0,0.10393911626426158
