rank,idx,feature,weight
1,5,f5,0.18777098718905397
2,3,f3,0.17589312022057166
3,6,f6,0.15611338172101513
4,4,f4,0.14628678744027973
5,1,f1,0.12824867607506235
6,2,f2,0.11816929059980377
7,0,f0,0.08751775675421332
