rank,idx,feature,weight
1,5,f5,0.20273787044742045
2,3,f3,0.1730567221448017
3,6,f6,0.150996407125982
4,4,f4,0.14851835654012652
5,1,f1,0.124318131012282
6,2,f2,0.11528490346305187
7,0,f0,0.08508760926633543
