rank,idx,feature,weight
1,5,f5,0.18813651460105896
2,3,f3,0.18036430561292327
3,6,f6,0.14885054752530857
4,4,f4,0.14698236413330718
5,1,f1,0.13480677117758602
6,2,f2,0.12090298274694339
7,0,f0,0.07995651420287261
