rank,idx,feature,r_ft,abs_r_ft
1,1,f1,-0.1677523673050881,0.1677523673050881
2,2,f2,-0.07956878478423976,0.07956878478423976
3,5,f5,-0.06407517078034455,0.06407517078034455
4,0,f0,0.03844124832232602,0.03844124832232602
5,6,f6,-0.029808732298649193,0.029808732298649193
6,3,f3,-0.010174097989416233,0.010174097989416233
7,4,f4,-0.0027695860182958398,0.0027695860182958398
