rank,idx,feature,r_ft,abs_r_ft
1,1,f1,-0.16487924468670226,0.16487924468670226
2,2,f2,-0.07618892955550953,0.07618892955550953
3,5,f5,-0.06009183342385571,0.06009183342385571
4,0,f0,0.041597762430434525,0.041597762430434525
5,6,f6,-0.028458267308695953,0.028458267308695953
6,3,f3,-0.009051979873411222,0.009051979873411222
7,4,f4,-0.0030016098740345623,0.0030016098740345623
