rank,idx,feature,weight
1,5,f5,0.20032973217280906
2,3,f3,0.17054946045913585
3,6,f6,0.15299851831068215
4,4,f4,0.14375078414706555
5,1,f1,0.1262714773332855
6,2,f2,0.11836250556944578
7,0,f0,0.08773752200757615
