rank,idx,feature,weight
1,5,f5,0.2029453754434615
2,3,f3,0.17345189970580172
3,6,f6,0.15360185861807377
4,4,f4,0.14423624807129976
5,1,f1,0.1241002440075623
6,2,f2,0.1170830965624923
7,0,f0,0.08458127759130862
