rank,idx,feature,weight
1,5,f5,0.18880524323501818
2,3,f3,0.17409852544101048
3,6,f6,0.15843749974463334
4,4,f4,0.13644394402820656
5,2,f2,0.12250631037794767
6,1,f1,0.11644356353964373
7,0,f0,0.10326491363354004
