rank,idx,feature,weight
1,5,f5,0.20031262799594154
2,3,f3,0.17084515348698603
3,6,f6,0.15224355690970306
4,4,f4,0.14368735853857736
5,1,f1,0.1285693766786995
6,2,f2,0.11948318508688263
7,0,f0,0.0848587413032098
