rank,idx,feature,weight
1,5,f5,0.2016397942574945
2,3,f3,0.17066910299018348
3,6,f6,0.15131341304958562
4,4,f4,0.1438321765203306
5,1,f1,0.12747764578993895
6,2,f2,0.11904246700710866
7,0,f0,0.0860254003853583
