rank,idx,feature,weight
1,5,f5,0.20359693945520554
2,3,f3,0.17335274983822327
3,6,f6,0.15409293060458965
4,4,f4,0.14623821349459912
5,1,f1,0.12318566538193539
6,2,f2,0.11635993758197438
7,0,f0,0.08317356364347268
