rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.16538508812319092,0.16538508812319092
2,1,f1,0.10173816652602852,0.10173816652602852
3,5,f5,0.08067592003774841,0.08067592003774841
4,2,f2,0.06535784079324267,0.06535784079324267
5,6,f6,-0.03415230450335762,0.03415230450335762
6,4,f4,-0.010513313005560855,0.010513313005560855
7,3,f3,0.0006250533213968611,0.0006250533213968611
