rank,idx,feature,weight
1,5,f5,0.1923795471260385
2,3,f3,0.17187286919830674
3,6,f6,0.15903682459147883
4,4,f4,0.13483624269254105
5,2,f2,0.12156366051389211
6,1,f1,0.11440589462224758
7,0,f0,0.10590496125549527
