rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.17211104097435984,0.17211104097435984
2,3,f3,-0.032692770217005,0.032692770217005
3,1,f1,-0.018143107028671175,0.018143107028671175
4,5,f5,0.01291224519346675,0.01291224519346675
5,2,f2,-0.010100547582967752,0.010100547582967752
6,4,f4,-0.009521303326917887,0.009521303326917887
7,6,f6,-0.003629574467544694,0.003629574467544694
