rank,idx,feature,weight
1,5,f5,0.20296604584775113
2,3,f3,0.1711389634929393
3,6,f6,0.15102076127576827
4,4,f4,0.14390275436624533
5,1,f1,0.12736529510890787
6,2,f2,0.11861841946677325
7,0,f0,0.08498776044161499
