rank,idx,feature,weight
1,5,f5,0.20284555949759364
2,3,f3,0.17142167594966437
3,6,f6,0.15246381989670033
4,4,f4,0.14419099301022037
5,1,f1,0.12545062102538887
6,2,f2,0.11651140085231787
7,0,f0,0.08711592976811448
