rank,idx,feature,weight
1,0,f0,0.14285714285714285
2,1,f1,0.14285714285714285
3,2,f2,0.14285714285714285
4,3,f3,0.14285714285714285
5,4,f4,0.14285714285714285
6,5,f5,0.14285714285714285
7,6,f6,0.14285714285714285
