rank,idx,feature,weight
1,5,f5,0.18095588481639366
2,3,f3,0.17218694331027448
3,6,f6,0.16177025517316926
4,4,f4,0.1389741550641163
5,1,f1,0.12764822842164672
6,2,f2,0.11994727113539785
7,0,f0,0.09851726207900173
