rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.28389158315990637,0.28389158315990637
2,5,f5,0.061556224341108474,0.061556224341108474
3,1,f1,0.029106551920781223,0.029106551920781223
4,6,f6,-0.02613418881149908,0.02613418881149908
5,3,f3,-0.021293621243350467,0.021293621243350467
6,2,f2,0.01445213674686819,0.01445213674686819
7,4,f4,0.003774633929392138,0.003774633929392138
