rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.33514170336930493,0.33514170336930493
2,5,f5,0.04650298730457032,0.04650298730457032
3,6,f6,-0.03749922030139834,0.03749922030139834
4,1,f1,0.03524955269365994,0.03524955269365994
5,3,f3,-0.021379557254880478,0.021379557254880478
6,2,f2,0.012737528282951167,0.012737528282951167
7,4,f4,0.008940585770892406,0.008940585770892406
