episode,timestep,reward,length
194,8862,-2.203726142644882,30
195,8900,-2.7932095900177956,38
196,8932,-2.3537900373339653,32
197,8974,-3.09173683822155,42
198,9013,-2.87321088463068,39
199,9052,-2.8755405992269516,39
200,9095,-3.173239439725876,43
201,9126,-2.289144292473793,31
202,9158,-2.3643121272325516,32
203,9196,-2.809565134346485,38
204,9227,-2.2935053780674934,31
205,9260,-2.4428832828998566,33
206,9292,-2.3702860698103905,32
207,9328,-2.6683158054947853,36
208,9365,-2.7444563060998917,37
209,9391,-1.9296066910028458,26
210,9428,-2.7473624125123024,37
211,9473,-3.3442844823002815,45
212,9515,-3.1237160563468933,42
213,9544,-2.1581202149391174,29
214,9579,-2.6060716807842255,35
215,9619,-2.980635829269886,40
216,9648,-2.162249468266964,29
217,9681,-2.461765058338642,33
218,9728,-3.5090352967381477,47
219,9762,-2.539856806397438,34
220,9794,-2.3918946385383606,32
221,9820,-1.9443278908729553,26
222,9852,-2.3940059542655945,32
223,9881,-2.170690581202507,29
224,9913,-2.39644006639719,32
225,9953,-2.9976456984877586,40
226,9984,-2.324600078165531,31
227,10021,-2.7762664407491684,37
228,10051,-2.2523607909679413,30
229,10085,-2.5540917366743088,34
230,10121,-2.7061226442456245,36
231,10150,-2.1811667308211327,29
232,10184,-2.5585838183760643,34
233,10218,-2.56018478423357,34
234,10247,-2.1848723217844963,29
235,10278,-2.336672529578209,31
236,10311,-2.4888109117746353,33
237,10339,-2.1127985417842865,28
238,10369,-2.2647052109241486,30
239,10404,-2.6436565592885017,35
240,10432,-2.116057015955448,28
241,10461,-2.1925576850771904,29
242,10498,-2.799012988805771,37
243,10526,-2.119327649474144,28
244,10555,-2.195947103202343,29
245,10583,-2.1211418360471725,28
246,10620,-2.8044822216033936,37
247,10653,-2.5028480142354965,33
248,10679,-1.9728819355368614,26
249,10704,-1.8975956737995148,25
250,10736,-2.4298740923404694,32
251,10762,-1.9751853421330452,26
252,10791,-2.2039149180054665,29
253,10824,-2.5091865807771683,33
254,10857,-2.510650411248207,33
255,10886,-2.2074765264987946,29
256,10916,-2.284655675292015,30
257,10943,-2.057094097137451,27
258,10974,-2.3628703206777573,31
259,10999,-1.9063606709241867,25
260,11030,-2.364786632359028,31
261,11057,-2.0605973601341248,27
262,11086,-2.214126668870449,29
263,11116,-2.2915405556559563,30
264,11140,-1.833964228630066,24
265,11174,-2.5991589948534966,34
266,11208,-2.6007279381155968,34
267,11245,-2.832034759223461,37
268,11276,-2.374137967824936,31
269,11307,-2.375360980629921,31
270,11335,-2.1464953646063805,28
271,11366,-2.377561129629612,31
272,11396,-2.302013620734215,30
273,11429,-2.5335481390357018,33
274,11462,-2.5349929332733154,33
275,11495,-2.5364357456564903,33
276,11519,-1.845490999519825,24
277,11543,-1.8459663540124893,24
278,11572,-2.231273464858532,29
279,11616,-3.387579046189785,44
280,11650,-2.6190207302570343,34
281,11680,-2.3121227994561195,30
282,11707,-2.081812731921673,27
283,11736,-2.236919015645981,29
284,11760,-1.85193832218647,24
285,11796,-2.7791015803813934,36
286,11829,-2.548985078930855,33
287,11857,-2.1638289093971252,28
288,11892,-2.7061643600463867,35
289,11926,-2.630387619137764,34
290,11954,-2.1672697961330414,28
291,11977,-1.7808659300208092,23
292,12004,-2.0911554098129272,27
293,12035,-2.401988185942173,31
294,12065,-2.3256392255425453,30
295,12098,-2.5595215782523155,33
296,12140,-3.2597512006759644,42
297,12166,-2.018782541155815,26
298,12202,-2.796565793454647,36
299,12237,-2.720492869615555,35
300,12266,-2.255258373916149,29
301,12297,-2.411913998425007,31
302,12326,-2.2573616057634354,29
303,12355,-2.2583459466695786,29
304,12384,-2.2593303248286247,29
305,12413,-2.2603146880865097,29
306,12437,-1.8712967485189438,24
307,12465,-2.1838681995868683,28
308,12492,-2.106694921851158,27
309,12519,-2.107475832104683,27
310,12549,-2.3426041305065155,30
311,12581,-2.5000088661909103,32
312,12609,-2.1885189563035965,28
313,12635,-2.0329618081450462,26
314,12666,-2.424895703792572,31
315,12698,-2.5043809041380882,32
316,12725,-2.1140157654881477,27
317,12762,-2.898444451391697,37
318,12788,-2.0376600176095963,26
319,12817,-2.2736283391714096,29
320,12844,-2.117684707045555,27
321,12872,-2.196958012878895,28
322,12902,-2.3548919558525085,30
323,12927,-1.963183969259262,25
324,12955,-2.199515737593174,28
325,12985,-2.357632726430893,30
326,13014,-2.280060902237892,29
327,13040,-2.0449926629662514,26
328,13066,-2.0456812009215355,26
329,13098,-2.5188092440366745,32
330,13127,-2.28373696655035,29
331,13158,-2.4423500448465347,31
332,13185,-2.1281218603253365,27
333,13217,-2.523314841091633,32
334,13245,-2.2088972106575966,28
335,13270,-1.9729415848851204,25
336,13302,-2.5263600274920464,32
337,13335,-2.6066519543528557,33
338,13360,-1.9755626767873764,25
339,13392,-2.529714420437813,32
340,13426,-2.6892354115843773,34
341,13453,-2.136521354317665,27
342,13477,-1.8997565731406212,24
343,13507,-2.3755145519971848,30
344,13536,-2.2973372861742973,29
345,13562,-2.0604774579405785,26
346,13593,-2.457703970372677,31
347,13619,-2.0621458515524864,26
348,13646,-2.1422036066651344,27
349,13670,-1.9048088118433952,24
350,13705,-2.778980389237404,35
351,13733,-2.2241934090852737,28
352,13764,-2.4635662361979485,31
353,13793,-2.3056531250476837,29
354,13823,-2.3861938789486885,30
355,13849,-2.0688538998365402,26
356,13884,-2.786239631474018,35
357,13910,-2.070655897259712,26
358,13942,-2.5495418161153793,32
359,13973,-2.471042811870575,31
360,14000,-2.153094507753849,27
361,14026,-2.0740774124860764,26
362,14053,-2.1545933336019516,27
363,14084,-2.4748135656118393,31
364,14115,-2.4759633541107178,31
365,14146,-2.47711181640625,31
366,14176,-2.3982852548360825,30
367,14209,-2.639372378587723,33
368,14241,-2.5606371238827705,32
369,14271,-2.4016915932297707,30
370,14297,-2.0822756960988045,26
371,14328,-2.4836865290999413,31
372,14351,-1.8434051498770714,23
373,14380,-2.3250094950199127,29
374,14404,-1.924825169146061,24
375,14428,-1.925344094634056,24
376,14452,-1.9258637800812721,24
377,14478,-2.0869643688201904,26
378,14504,-2.087655194103718,26
379,14528,-1.9276599064469337,24
380,14555,-2.1692803874611855,27
381,14579,-1.9288753345608711,24
382,14603,-1.9293983653187752,24
383,14627,-1.9299220219254494,24
384,14652,-2.0109043791890144,25
385,14681,-2.3334649801254272,29
386,14709,-2.2538993656635284,28
387,14738,-2.335324466228485,29
388,14762,-1.9333617687225342,24
389,14786,-1.9338875263929367,24
390,14816,-2.418187752366066,30
391,14839,-1.8545942530035973,23
392,14868,-2.3391281440854073,29
393,14889,-1.694392628967762,21
394,14921,-2.5827174112200737,32
395,14947,-2.099292404949665,26
396,14972,-2.0191948115825653,25
397,14997,-2.0198049545288086,25
398,15026,-2.343791276216507,29
399,15058,-2.587396986782551,32
400,15088,-2.4267576187849045,30
401,15118,-2.4277959764003754,30
402,15146,-2.266857720911503,28
403,15168,-1.7816630825400352,22
404,15192,-1.9440846219658852,24
405,15218,-2.1067123413085938,26
406,15243,-2.026329256594181,25
407,15271,-2.270251125097275,28
408,15299,-2.2711156755685806,28
409,15325,-2.1096468940377235,26
410,15351,-2.1103407964110374,26
411,15377,-2.1110348477959633,26
412,15402,-2.0304858088493347,25
413,15427,-2.0310975089669228,25
414,15449,-1.7878473848104477,22
415,15476,-2.1947645470499992,27
416,15501,-2.032864600419998,25
417,15523,-1.7894032895565033,22
418,15550,-2.1966756507754326,27
419,15574,-1.9532277509570122,24
420,15603,-2.360928289592266,29
421,15630,-2.198936440050602,27
422,15656,-2.1182199865579605,26
423,15679,-1.8743640780448914,23
424,15703,-1.956357091665268,24
425,15730,-2.201576754450798,27
426,15760,-2.4471446126699448,30
427,15794,-2.7747144550085068,34
428,15817,-1.8776758313179016,23
429,15843,-2.1231772750616074,26
430,15871,-2.2872977554798126,28
431,15907,-2.942169137299061,36
432,15933,-2.1256946325302124,26
433,15958,-2.044580988585949,25
434,15981,-1.8815382942557335,23
435,16005,-1.963844083249569,24
436,16033,-2.291876196861267,28
437,16063,-2.4565538987517357,30
438,16094,-2.5395174846053123,31
439,16117,-1.8848041966557503,23
440,16142,-2.049243040382862,25
441,16166,-1.967840515077114,24
442,16195,-2.3785840645432472,29
443,16219,-1.9691490530967712,24
444,16248,-2.3801651000976562,29
445,16275,-2.216835580766201,27
446,16305,-2.4640896394848824,30
447,16331,-2.136325880885124,26
448,16364,-2.712573230266571,33
449,16388,-1.973478525876999,24
450,16417,-2.3853948935866356,29
451,16444,-2.2217009142041206,27
452,16472,-2.3048088252544403,28
453,16504,-2.6351503059267998,32
454,16530,-2.1418547481298447,26
455,16554,-1.9776903465390205,24
456,16578,-1.9782246127724648,24
457,16602,-1.9787591397762299,24
458,16626,-1.9792939275503159,24
459,16655,-2.392421081662178,29
460,16679,-1.9805935323238373,24
461,16710,-2.559148669242859,31
462,16736,-2.14716674387455,26
463,16763,-2.230487935245037,27
464,16789,-2.1485914066433907,26
465,16816,-2.2319669276475906,27
466,16847,-2.5636160001158714,31
467,16872,-2.068161055445671,25
468,16899,-2.234319306910038,27
469,16928,-2.400695689022541,29
470,16954,-2.1531014442443848,26
471,16979,-2.0709272027015686,25
472,17004,-2.071536146104336,25
473,17032,-2.320875823497772,28
474,17057,-2.0728941932320595,25
475,17086,-2.405364580452442,29
476,17111,-2.0742907524108887,25
477,17139,-2.3239600732922554,28
478,17163,-1.992600366473198,24
479,17191,-2.3254201635718346,28
480,17216,-2.0769495889544487,25
481,17241,-2.0775575414299965,25
482,17265,-1.9950187280774117,24
483,17292,-2.2450665161013603,27
484,17322,-2.495439626276493,30
485,17347,-2.0802429541945457,25
486,17375,-2.330624870955944,28
487,17402,-2.2481682151556015,27
488,17432,-2.4988835528492928,30
489,17457,-2.0831105038523674,25
490,17483,-2.167087785899639,26
491,17508,-2.0843716859817505,25
492,17532,-2.001558870077133,24
493,17558,-2.168977312743664,26
494,17585,-2.2531293407082558,27
495,17614,-2.420888379216194,29
496,17639,-2.0876648649573326,25
497,17667,-2.338934637606144,28
498,17690,-1.9218509867787361,23
499,17715,-2.0895126834511757,25
500,17742,-2.2573734670877457,27
501,17766,-2.007162757217884,24
502,17792,-2.1750474870204926,26
503,17820,-2.3431371971964836,28
504,17849,-2.427700027823448,29
505,17879,-2.5123665407299995,30
506,17903,-2.010544367134571,24
507,17927,-2.011076681315899,24
508,17949,-1.8439399302005768,22
509,17978,-2.431338258087635,29
510,18003,-2.0966674387454987,25
511,18030,-2.2650982216000557,27
512,18054,-2.0140262469649315,24
513,18082,-2.3504119366407394,28
514,18107,-2.0992516502738,25
515,18134,-2.267888307571411,27
516,18159,-2.1005469113588333,25
517,18184,-2.1011496409773827,25
518,18215,-2.6063274517655373,31
519,18243,-2.354954957962036,28
520,18268,-2.103305362164974,25
521,18294,-2.1880848556756973,26
522,18323,-2.441379427909851,29
523,18347,-2.0210851952433586,24
524,18375,-2.3586446046829224,28
525,18402,-2.275170274078846,27
526,18429,-2.275913342833519,27
527,18459,-2.5296919867396355,30
528,18485,-2.193135879933834,26
529,18509,-2.0250126868486404,24
530,18533,-2.0255424231290817,24
531,18557,-2.026072181761265,24
532,18584,-2.279993623495102,27
533,18610,-2.1962409391999245,26
534,18636,-2.1969103515148163,26
535,18662,-2.197579473257065,26
536,18687,-2.1136798709630966,25
537,18714,-2.2834649085998535,27
538,18736,-1.861114650964737,22
539,18761,-2.115413174033165,25
540,18785,-2.031351573765278,24
541,18811,-2.201246276497841,26
542,18836,-2.117204636335373,25
543,18860,-2.0330710709095,24
544,18884,-2.0336001366376877,24
545,18910,-2.2036820128560066,26
546,18936,-2.2043489143252373,26
547,18966,-2.544345885515213,30
548,18989,-1.9512524083256721,23
549,19016,-2.291229337453842,27
550,19039,-1.95234002918005,23
551,19062,-1.952801801264286,23
552,19086,-2.0382070094347,24
553,19120,-2.888473942875862,34
554,19145,-2.1245392188429832,25
555,19172,-2.295188896358013,27
556,19195,-1.9557112008333206,23
557,19219,-2.041242130100727,24
558,19243,-2.041769526898861,24
559,19267,-2.042296938598156,24
560,19296,-2.4685288444161415,29
561,19319,-1.9583733528852463,23
562,19346,-2.299587182700634,27
563,19375,-2.470757283270359,29
564,19401,-2.215871274471283,26
565,19426,-2.1312612295150757,25
566,19451,-2.131854385137558,25
567,19475,-2.0471305325627327,24
568,19500,-2.1329954117536545,25
569,19522,-1.877506598830223,22
570,19546,-2.04865949600935,24
571,19570,-2.0491855442523956,24
572,19594,-2.0497116148471832,24
573,19621,-2.306581497192383,27
574,19645,-2.050883114337921,24
575,19667,-1.8804245814681053,22
576,19692,-2.137356147170067,25
577,19721,-2.4801114574074745,29
578,19748,-2.3098215609788895,27
579,19777,-2.4817429035902023,29
580,19801,-2.0544669553637505,24
581,19824,-1.9693492725491524,23
582,19850,-2.226801835000515,26
583,19873,-1.970390297472477,23
584,19900,-2.3136913180351257,27
585,19926,-2.228673703968525,26
586,19954,-2.400860220193863,28
587,19979,-2.1442675814032555,25
588,20006,-2.316487491130829,27
589,20032,-2.231364570558071,26
590,20056,-2.0602875500917435,24
591,20079,-1.9749260917305946,23
592,20104,-2.14719644933939,25
593,20129,-2.147784508764744,25
594,20153,-2.0624189153313637,24
595,20175,-1.8909968510270119,22
596,20201,-2.235363818705082,26
597,20225,-2.0639779418706894,24
598,20253,-2.4086709693074226,28
599,20278,-2.1512371599674225,25
600,20305,-2.3240117877721786,27
601,20331,-2.2386062294244766,26
602,20358,-2.325403295457363,27
603,20384,-2.2399453073740005,26
604,20409,-2.1543992683291435,25
605,20438,-2.499871425330639,29
606,20463,-2.15570567548275,25
607,20487,-2.070020280778408,24
608,20510,-1.9842509105801582,23
609,20533,-1.9847086891531944,23
610,20560,-2.3304953947663307,27
611,20582,-1.8994184732437134,22
612,20607,-2.1589373350143433,25
613,20630,-1.9867245256900787,23
614,20655,-2.1600184440612793,25
615,20679,-2.0741594657301903,24
616,20702,-1.9882170408964157,23
617,20724,-1.902194306254387,22
618,20756,-2.767643965780735,32
619,20782,-2.249394729733467,26
620,20808,-2.2500401437282562,26
621,20833,-2.1641013398766518,25
622,20858,-2.1646828800439835,25
623,20881,-1.9920085668563843,23
624,20905,-2.0791119635105133,24
625,20931,-2.252972275018692,26
626,20957,-2.2536159604787827,26
627,20982,-2.167537994682789,25
628,21007,-2.1681182980537415,25
629,21031,-2.081932343542576,24
630,21057,-2.2560266330838203,26
631,21081,-2.0830425918102264,24
632,21104,-1.996727667748928,23
633,21127,-1.9971835017204285,23
634,21153,-2.2582594007253647,26
635,21181,-2.432704247534275,28
636,21208,-2.346536584198475,27
637,21234,-2.260283812880516,26
638,21257,-1.9999962747097015,23
639,21282,-2.174440696835518,25
640,21308,-2.2620384469628334,26
641,21330,-1.914508044719696,22
642,21358,-2.4372747614979744,28
643,21383,-2.176759295165539,25
644,21409,-2.2644486650824547,26
645,21432,-2.003678873181343,23
646,21453,-1.8298307210206985,21
647,21476,-2.0045037418603897,23
648,21499,-2.004958026111126,23
649,21523,-2.0926217436790466,24
650,21548,-2.1803688034415245,25
651,21574,-2.2682012915611267,26
652,21599,-2.181555651128292,25
653,21624,-2.182130478322506,25
654,21649,-2.1827049627900124,25
655,21671,-1.9212375953793526,22
656,21695,-2.096361294388771,24
657,21720,-2.184262938797474,25
658,21746,-2.272249437868595,26
659,21768,-1.9231446832418442,22
660,21794,-2.2733500078320503,26
661,21816,-1.9240755811333656,22
662,21841,-2.1869527250528336,25
663,21870,-2.5376143604516983,29
664,21899,-2.538418211042881,29
665,21922,-2.013764411211014,23
666,21946,-2.101808652281761,24
667,21974,-2.452788792550564,28
668,21999,-2.190601870417595,25
669,22023,-2.103508099913597,24
670,22049,-2.2793918177485466,26
671,22078,-2.543163940310478,29
672,22103,-2.1929986774921417,25
673,22126,-2.0180491730570793,23
674,22151,-2.194058172404766,25
675,22175,-2.1068245992064476,24
676,22200,-2.195157825946808,25
677,22224,-2.1078798845410347,24
678,22249,-2.1962566822767258,25
679,22272,-2.021045506000519,23
680,22297,-2.1973141729831696,25
681,22323,-2.285816065967083,26
682,22349,-2.2864422351121902,26
683,22377,-2.4630366414785385,28
684,22404,-2.375763989984989,27
685,22427,-2.0243137776851654,23
686,22454,-2.3769735544919968,27
687,22478,-2.1134191676974297,24
688,22511,-2.906852200627327,33
689,22535,-2.1146174892783165,24
690,22557,-1.9388321563601494,22
691,22581,-2.1155505925416946,24
692,22603,-1.9396873340010643,22
693,22626,-2.028280273079872,23
694,22651,-2.2051751613616943,25
695,22676,-2.2057388722896576,25
696,22701,-2.2063022181391716,25
697,22724,-2.030283272266388,23
698,22750,-2.295664519071579,26
699,22772,-1.942947655916214,22
700,22797,-2.208392523229122,25
701,22820,-2.0322055965662003,23
702,22845,-2.209440663456917,25
703,22870,-2.210002511739731,25
704,22895,-2.21056404709816,25
705,22921,-2.2995889261364937,26
706,22944,-2.034749463200569,23
707,22967,-2.0351958125829697,23
708,22992,-2.21268992125988,25
709,23018,-2.301798813045025,26
710,23042,-2.1252726390957832,24
711,23067,-2.214367002248764,25
712,23092,-2.214926540851593,25
713,23114,-1.9495811760425568,22
714,23137,-2.0386220887303352,23
715,23163,-2.3050879687070847,26
716,23186,-2.039611667394638,23
717,23210,-2.128771848976612,24
718,23234,-2.129273310303688,24
719,23258,-2.129774659872055,24
720,23281,-2.0414981991052628,23
721,23306,-2.2195383831858635,25
722,23329,-2.0424557104706764,23
723,23358,-2.57595194876194,29
724,23383,-2.2212421745061874,25
725,23407,-2.132909707725048,24
726,23430,-2.044501505792141,23
727,23452,-1.956019550561905,22
728,23474,-1.9564083963632584,22
729,23500,-2.3126510456204414,26
730,23525,-2.2242728397250175,25
731,23550,-2.224827967584133,25
732,23575,-2.225382812321186,25
733,23599,-2.136883057653904,24
734,23621,-1.9592361152172089,22
735,23643,-1.9596244469285011,22
736,23664,-1.870907224714756,21
737,23686,-1.9603640660643578,22
738,23712,-2.317324921488762,26
739,23736,-2.139597401022911,24
740,23761,-2.229283183813095,25
741,23785,-2.140626020729542,24
742,23816,-2.7657634243369102,31
743,23839,-2.0525187477469444,23
744,23862,-2.0529603734612465,23
745,23886,-2.142696812748909,24
746,23907,-1.8752513080835342,21
747,23933,-2.322243183851242,26
748,23957,-2.1441347897052765,24
749,23980,-2.0552551969885826,23
750,24005,-2.234486863017082,25
751,24029,-2.145619183778763,24
752,24051,-1.9672416374087334,22
753,24077,-2.3254504278302193,26
754,24100,-2.057615779340267,23
755,24123,-2.058056093752384,23
756,24148,-2.2375303879380226,25
757,24172,-2.148539662361145,24
758,24199,-2.4177187085151672,27
759,24225,-2.3287859484553337,26
760,24249,-2.1501710265874863,24
761,24272,-2.0610377937555313,23
762,24297,-2.2407700940966606,25
763,24324,-2.4206595942378044,27
764,24347,-2.0625361874699593,23
765,24374,-2.42182669788599,27
766,24399,-2.2430012822151184,25
767,24424,-2.2435473054647446,25
768,24447,-2.064534269273281,23
769,24472,-2.2445690482854843,25
770,24495,-2.0654739141464233,23
771,24517,-1.9760745987296104,22
772,24544,-2.4257458597421646,27
773,24567,-2.0668664053082466,23
774,24594,-2.4269077852368355,27
775,24616,-1.977934055030346,22
776,24644,-2.5179725140333176,28
777,24665,-1.8889027014374733,21
778,24689,-2.1591740399599075,24
779,24712,-2.0696622282266617,23
780,24735,-2.070098616182804,23
781,24760,-2.2506150901317596,25
782,24782,-1.9809741750359535,22
783,24805,-2.0714347809553146,23
784,24830,-2.2520670145750046,25
785,24852,-1.9822513610124588,22
786,24873,-1.8925012946128845,21
787,24895,-1.9829829633235931,22
788,24917,-1.9833662807941437,22
789,24940,-2.07393529266119,23
790,24961,-1.8939630538225174,21
791,24985,-2.164956673979759,24
792,25008,-2.075202316045761,23
793,25031,-2.075637422502041,23
794,25054,-2.0760724395513535,23
795,25078,-2.1668062657117844,24
796,25101,-2.076974242925644,23
797,25123,-1.9870722517371178,22
798,25144,-1.8971025347709656,21
799,25170,-2.349290981888771,26
800,25193,-2.078694924712181,23
801,25219,-2.3503718599677086,26
802,25242,-2.0796505734324455,23
803,25266,-2.1705387979745865,24
804,25290,-2.1710246205329895,24
805,25313,-2.0810153782367706,23
806,25335,-1.990936554968357,22
807,25358,-2.0818480849266052,23
808,25384,-2.3539350405335426,26
809,25409,-2.2639472857117653,25
810,25434,-2.2644835636019707,25
811,25458,-2.174402840435505,24
812,25482,-2.1748871207237244,24
813,25505,-2.0847154334187508,23
814,25530,-2.266497917473316,25
815,25552,-1.9949454814195633,22
816,25576,-2.1767512410879135,24
817,25601,-2.2679691165685654,25
818,25628,-2.450019009411335,27
819,25654,-2.359869658946991,26
820,25677,-2.0880479365587234,23
821,25698,-1.9068449437618256,21
822,25723,-2.2705120891332626,25
823,25748,-2.2710449770092964,25
824,25771,-2.0898211523890495,23
825,25795,-2.1811478435993195,24
826,25816,-1.9088847264647484,21
827,25839,-2.0910744667053223,23
828,25860,-1.9096075743436813,21
829,25884,-2.1828325390815735,24
830,25906,-2.0013419166207314,22
831,25930,-2.183727189898491,24
832,25955,-2.275232672691345,25
833,25976,-1.9115868210792542,21
834,25999,-2.0940334871411324,23
835,26023,-2.1855419725179672,24
836,26045,-2.0038247779011726,22
837,26070,-2.2775528356432915,25
838,26095,-2.2780824154615402,25
839,26122,-2.4609354063868523,27
840,26149,-2.461560420691967,27
841,26172,-2.097357302904129,23
842,26193,-1.9153423607349396,21
