,reward,episode_len
0,-33.04023199528456,241
1,-9.323747307062149,241
2,-9.40538176894188,241
3,-9.456981290131807,241
4,-9.489943318068981,241
5,-9.51254215463996,241
6,-9.528937548398972,241
7,-9.541355513036251,241
8,-9.551078967750072,241
9,-9.558895658701658,241
10,-9.5653147213161,241
11,-9.570679258555174,241
12,-9.575228925794363,241
13,-9.57913601770997,241
14,-9.582527425140142,241
