rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.05953682552048438,0.05953682552048438
2,1,f1,-0.024063528441663807,0.024063528441663807
3,5,f5,-0.015292122637468788,0.015292122637468788
4,3,f3,-0.012094797936462762,0.012094797936462762
5,6,f6,-0.005713158912982666,0.005713158912982666
6,4,f4,0.004464711623633092,0.004464711623633092
7,2,f2,0.0009640463915156856,0.0009640463915156856
