rank,idx,feature,weight
1,5,f5,0.1960050526096979
2,3,f3,0.18559559392923772
3,6,f6,0.14862461286784892
4,4,f4,0.1454105212981473
5,1,f1,0.11872702540882656
6,2,f2,0.11277701740095847
7,0,f0,0.0928601764852832
