rank,idx,feature,weight
1,5,f5,0.1871517506860202
2,3,f3,0.17477194341769337
3,6,f6,0.1528764936518003
4,4,f4,0.15235517134466087
5,2,f2,0.12122402544617297
6,1,f1,0.1169610719684665
7,0,f0,0.09465954348518583
