rank,idx,feature,weight
1,5,f5,0.1868108150117826
2,3,f3,0.1722145684906602
3,6,f6,0.15556469809824602
4,4,f4,0.1520986220356542
5,1,f1,0.12193012759182001
6,2,f2,0.12075347958010652
7,0,f0,0.09062768919173043
