rank,idx,feature,weight
1,5,f5,0.20124352123527875
2,3,f3,0.1841236115130934
3,6,f6,0.15002646263526978
4,4,f4,0.14707272668678095
5,1,f1,0.11756178522599789
6,2,f2,0.10838497674166978
7,0,f0,0.09158691596190946
