rank,idx,feature,weight
1,5,f5,0.1975276933112886
2,3,f3,0.1868559465431458
3,4,f4,0.149211139196779
4,6,f6,0.14824490852341418
5,1,f1,0.11704995364313403
6,2,f2,0.1095541372188783
7,0,f0,0.0915562215633601
