rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.055030497921463306,0.055030497921463306
2,1,f1,-0.02286044511407675,0.02286044511407675
3,3,f3,-0.010874905716797542,0.010874905716797542
4,5,f5,-0.010292463050782836,0.010292463050782836
5,4,f4,0.0041910332590182585,0.0041910332590182585
6,6,f6,-0.0038799102885157637,0.0038799102885157637
7,2,f2,0.002228579533923726,0.002228579533923726
