rank,idx,feature,weight
1,5,f5,0.1966382375116222
2,3,f3,0.17792769904911476
3,6,f6,0.15656679381767058
4,4,f4,0.14074297471861064
5,1,f1,0.11725003442893396
6,2,f2,0.113751694553466
7,0,f0,0.09712256592058191
