rank,idx,feature,weight
1,5,f5,0.1923411190838177
2,3,f3,0.17540363690388686
3,6,f6,0.15280588368809742
4,4,f4,0.1461000890703689
5,1,f1,0.12896870631400417
6,2,f2,0.12425268669523949
7,0,f0,0.08012787824458541
