rank,idx,feature,weight
1,5,f5,0.1924803689495525
2,3,f3,0.17492903795191128
3,6,f6,0.1526838661063566
4,4,f4,0.1470459676807053
5,1,f1,0.1275946354438249
6,2,f2,0.12408520390091692
7,0,f0,0.08118091996673252
