rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.05829305506383692,0.05829305506383692
2,1,f1,-0.022906618910410983,0.022906618910410983
3,3,f3,-0.010889363499017238,0.010889363499017238
4,5,f5,-0.009074139773580884,0.009074139773580884
5,2,f2,0.004003772909702176,0.004003772909702176
6,4,f4,0.003967846531820759,0.003967846531820759
7,6,f6,-0.003623540092574973,0.003623540092574973
