rank,idx,feature,weight
1,5,f5,0.1948262272785364
2,3,f3,0.17344303011983245
3,6,f6,0.1591133478657399
4,4,f4,0.136769742043329
5,2,f2,0.11869594432970007
6,1,f1,0.11492571526961293
7,0,f0,0.1022259930932492
