rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.1940878236642606,0.1940878236642606
2,1,f1,-0.06916290617512912,0.06916290617512912
3,6,f6,-0.031176359827147428,0.031176359827147428
4,5,f5,-0.027757784113990012,0.027757784113990012
5,4,f4,0.008263842526684322,0.008263842526684322
6,3,f3,-0.007569595439007442,0.007569595439007442
7,2,f2,-0.0021041928211941487,0.0021041928211941487
