rank,idx,feature,r_ft,abs_r_ft
1,0,f0,0.09594684183194853,0.09594684183194853
2,1,f1,-0.03438345494741212,0.03438345494741212
3,6,f6,-0.019667213426571174,0.019667213426571174
4,5,f5,-0.018772570043154087,0.018772570043154087
5,3,f3,-0.00854519053752889,0.00854519053752889
6,4,f4,0.004660787462096525,0.004660787462096525
7,2,f2,0.003247558341548766,0.003247558341548766
