rank,idx,feature,weight
1,5,f5,0.19390944341518146
2,3,f3,0.17638150254979704
3,6,f6,0.15193651327405672
4,4,f4,0.1456695402260099
5,1,f1,0.129967633501418
6,2,f2,0.12454590555111847
7,0,f0,0.07758946148241838
